timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2020-10-07,2.71430000,3.00000000,2.47790000,2.96210000,24192428.29000000,1602115199999,65517558.25456200,187406,11301440.49000000,30685982.54904000,0
2020-10-08,2.96290000,3.46540000,2.64280000,3.34990000,25679034.97000000,1602201599999,79113737.58546500,212758,12723674.34000000,39267637.18042200,0
2020-10-09,3.34990000,3.60000000,3.17490000,3.38340000,16228659.83000000,1602287999999,54925623.77584900,132223,7891079.89000000,26728204.17404100,0
2020-10-10,3.38000000,3.65780000,3.26640000,3.29890000,10858881.78000000,1602374399999,37328992.38700100,94081,5181079.43000000,17810282.96071300,0
2020-10-11,3.29560000,3.45100000,3.17760000,3.36260000,8504843.75000000,1602460799999,28263092.49559900,63493,4098191.93000000,13630714.57247500,0
2020-10-12,3.36000000,3.59940000,3.28200000,3.45990000,8926434.98000000,1602547199999,30646748.11585800,72138,4324180.05000000,14856846.55520900,0
2020-10-13,3.45540000,3.50000000,3.29310000,3.35460000,5585565.98000000,1602633599999,19007337.64171300,43407,2557600.65000000,8706941.21125700,0
2020-10-14,3.35110000,3.44000000,2.97000000,3.11230000,11409168.60000000,1602719999999,36470199.64461900,80702,5461612.08000000,17467147.08242500,0
2020-10-15,3.11050000,3.16740000,2.91500000,3.07930000,7895030.52000000,1602806399999,24135144.70816200,67072,3779395.61000000,11562527.35999300,0
2020-10-16,3.07650000,3.38030000,2.88130000,3.04260000,13597633.89000000,1602892799999,43040138.14096100,110471,6562994.89000000,20784683.38514400,0
2020-10-17,3.04360000,3.12490000,2.97030000,3.05660000,5391124.74000000,1602979199999,16434510.95663800,47505,2557845.71000000,7802445.07321900,0
2020-10-18,3.05740000,3.29100000,3.04720000,3.28110000,5642285.19000000,1603065599999,17913667.23223500,57058,2556111.82000000,8104472.75153100,0
2020-10-19,3.27970000,3.28850000,3.11000000,3.17030000,4410931.55000000,1603151999999,14110519.11680100,52793,2062564.99000000,6600138.92353600,0
2020-10-20,3.17030000,3.19100000,2.80080000,2.85820000,9089338.55000000,1603238399999,26890645.53714400,82829,4386229.31000000,12965096.15277900,0
2020-10-21,2.85820000,3.08840000,2.83890000,2.93710000,9708638.42000000,1603324799999,28946265.45805300,108034,4437146.15000000,13231544.91963400,0
2020-10-22,2.93590000,3.14840000,2.91940000,3.04320000,5420844.93000000,1603411199999,16480651.70817800,50353,2686878.33000000,8169408.17520000,0
2020-10-23,3.04180000,3.12190000,2.96210000,3.01100000,4318812.16000000,1603497599999,13094261.22050400,41504,2089005.35000000,6340759.41495500,0
2020-10-24,3.01230000,3.08500000,2.92720000,2.93990000,3415735.11000000,1603583999999,10259849.02149600,28934,1743380.75000000,5246878.49906400,0
2020-10-25,2.93900000,2.96600000,2.71010000,2.77260000,4908494.61000000,1603670399999,14083176.92907400,44225,2308052.82000000,6633221.62650900,0
2020-10-26,2.77170000,2.87800000,2.52000000,2.71140000,7181296.49000000,1603756799999,19488240.32402400,58220,3442084.43000000,9350687.10381800,0
2020-10-27,2.71090000,2.91310000,2.69920000,2.80960000,7266259.31000000,1603843199999,20547332.46249000,54182,3472115.88000000,9819952.25078000,0
2020-10-28,2.80860000,2.85930000,2.59520000,2.66110000,6456512.26000000,1603929599999,17505001.15061500,54115,3095115.19000000,8408817.53531400,0
2020-10-29,2.65940000,2.73950000,2.48640000,2.53910000,4388799.14000000,1604015999999,11419321.82366700,36071,2081209.19000000,5427527.89274700,0
2020-10-30,2.53880000,2.56630000,2.23300000,2.41340000,11811039.44000000,1604102399999,27786664.95251300,82686,5646346.37000000,13280958.92838000,0
2020-10-31,2.41360000,2.41380000,2.24000000,2.26620000,4373032.59000000,1604188799999,10261291.65996100,32844,1996722.56000000,4687915.88291100,0
2020-11-01,2.26480000,2.45370000,2.21900000,2.37650000,5706748.83000000,1604275199999,13235221.44956900,40916,3074146.03000000,7141893.81598100,0
2020-11-02,2.37640000,2.45410000,2.22280000,2.25400000,6033645.49000000,1604361599999,14049958.94606800,43105,2941807.98000000,6866990.77383100,0
2020-11-03,2.25260000,2.28100000,2.05540000,2.13800000,7235337.33000000,1604447999999,15413549.97963400,52741,3487447.40000000,7432143.98602900,0
2020-11-04,2.13600000,2.16640000,1.87580000,1.92810000,10088117.38000000,1604534399999,20172475.98138000,57224,5060078.05000000,10120081.35362800,0
2020-11-05,1.92710000,2.43100000,1.75630000,2.19010000,30375798.47000000,1604620799999,63748264.82254500,176533,15148194.53000000,31702510.44639300,0
2020-11-06,2.18920000,2.68770000,2.17350000,2.56570000,29787141.52000000,1604707199999,73815299.83541700,180833,14791093.83000000,36706117.37370400,0
2020-11-07,2.56810000,3.02870000,2.42200000,2.47550000,38120411.72000000,1604793599999,104002935.41602600,267181,18601962.92000000,50778129.80153400,0
2020-11-08,2.47550000,2.92290000,2.43170000,2.86530000,13015901.00000000,1604879999999,35077829.48970700,94715,6631893.33000000,17897720.50210900,0
2020-11-09,2.86250000,2.87850000,2.57310000,2.68220000,11032888.10000000,1604966399999,29752272.47291000,79332,5309442.84000000,14335368.31018500,0
2020-11-10,2.67920000,3.17660000,2.62670000,3.07590000,16785491.42000000,1605052799999,48955488.06129800,133519,8465970.61000000,24730428.33226600,0
2020-11-11,3.07720000,3.21610000,2.87210000,2.93080000,12850038.45000000,1605139199999,39475974.90895200,117033,6228154.10000000,19159368.45361200,0
2020-11-12,2.93090000,3.13870000,2.83330000,2.95820000,9926182.69000000,1605225599999,29675223.65157300,97910,5065729.25000000,15166135.47710200,0
2020-11-13,2.95940000,3.98590000,2.93500000,3.86140000,24145430.65000000,1605311999999,83088686.05693300,208075,11887840.32000000,40972920.33477300,0
2020-11-14,3.85780000,3.96800000,3.51130000,3.81650000,22324085.90000000,1605398399999,83292765.47327400,196355,10986551.93000000,41016498.33449300,0
2020-11-15,3.81270000,4.24970000,3.61430000,3.84580000,23584006.78000000,1605484799999,93775301.42278800,229063,11890120.64000000,47295745.44781900,0
2020-11-16,3.84710000,3.95000000,3.45000000,3.56340000,24094608.27000000,1605571199999,89282298.08998200,198590,11896627.17000000,44188937.06649400,0
2020-11-17,3.56180000,3.87320000,3.47600000,3.81040000,18165511.87000000,1605657599999,66704719.02380100,200812,9067273.28000000,33332490.86085000,0
2020-11-18,3.81350000,3.84990000,3.27100000,3.46070000,15439047.58000000,1605743999999,54146604.52756900,156155,7010271.66000000,24583389.34796100,0
2020-11-19,3.46220000,3.89000000,3.20930000,3.74170000,18721726.03000000,1605830399999,66967556.92644400,184315,8835699.34000000,31671002.08732000,0
2020-11-20,3.74470000,4.08990000,3.67640000,3.85520000,16998990.39000000,1605916799999,66241474.54552200,176077,8485893.77000000,33088058.98390200,0
2020-11-21,3.85730000,3.94000000,3.58920000,3.83660000,15599791.13000000,1606003199999,58578610.35605400,158992,8226074.30000000,30845137.30417600,0
2020-11-22,3.83820000,3.94830000,3.41000000,3.67630000,11204446.17000000,1606089599999,41365517.79417000,112119,5380121.17000000,19894970.51005500,0
2020-11-23,3.68100000,4.22920000,3.63120000,4.18420000,15957690.40000000,1606175999999,62434206.89122000,159298,8252292.05000000,32323280.57428000,0
2020-11-24,4.18550000,4.48570000,3.92740000,4.06270000,18389409.65000000,1606262399999,76689534.61081000,166473,8939785.00000000,37364771.99328800,0
2020-11-25,4.06300000,4.20000000,3.51000000,3.67730000,11368286.18000000,1606348799999,44645172.05707100,129389,5068837.99000000,19958716.03236900,0
2020-11-26,3.67480000,3.76840000,3.10000000,3.43000000,17185256.24000000,1606435199999,57372564.17735500,165090,8471456.35000000,28273832.53587800,0
2020-11-27,3.43240000,3.53690000,3.16130000,3.30670000,8371281.59000000,1606521599999,28099025.91617800,78686,4060412.30000000,13641349.48171500,0
2020-11-28,3.30570000,3.53500000,3.25590000,3.46160000,5741069.04000000,1606607999999,19555376.72440400,52020,2803824.11000000,9560045.58200400,0
2020-11-29,3.45840000,3.57200000,3.36000000,3.55140000,4758310.51000000,1606694399999,16464245.90688000,52565,2341348.44000000,8108373.18243100,0
2020-11-30,3.55240000,3.81050000,3.53150000,3.78240000,8223965.77000000,1606780799999,30271012.86843600,75339,4298983.32000000,15824033.27797800,0
2020-12-01,3.77650000,3.98510000,3.38520000,3.55000000,9910945.01000000,1606867199999,36598529.46789500,105019,4846627.82000000,17906364.64175000,0
2020-12-02,3.54560000,4.17000000,3.22510000,3.94840000,12004964.16000000,1606953599999,46032599.57509900,100349,6038971.82000000,23212661.81012400,0
2020-12-03,3.94550000,4.02330000,3.79920000,3.88290000,6927498.76000000,1607039999999,27066784.36289500,69286,3280890.61000000,12819680.53440100,0
2020-12-04,3.88110000,3.92070000,3.49640000,3.51600000,4748568.18000000,1607126399999,17653427.93388100,56812,2186416.11000000,8134845.40304200,0
2020-12-05,3.51610000,3.69820000,3.44420000,3.68340000,3897274.16000000,1607212799999,13967747.44798000,49938,1665012.06000000,5981032.35350200,0
2020-12-06,3.67850000,3.78940000,3.50690000,3.64820000,3549575.12000000,1607299199999,12888480.98775900,40392,1673045.27000000,6077137.58538600,0
2020-12-07,3.64820000,3.87940000,3.56170000,3.75740000,5871715.17000000,1607385599999,21889353.51097700,64920,2908706.61000000,10836558.69678000,0
2020-12-08,3.75690000,3.76180000,3.27750000,3.29820000,7194477.26000000,1607471999999,25313328.03136800,80923,3077218.49000000,10831118.64439200,0
2020-12-09,3.30070000,3.39430000,3.11600000,3.35110000,6530689.49000000,1607558399999,21438945.53384900,59375,3269353.38000000,10731472.58333700,0
2020-12-10,3.35020000,3.37160000,3.18990000,3.23900000,3061345.40000000,1607644799999,9983203.83563200,31669,1409351.20000000,4597052.49394400,0
2020-12-11,3.23960000,3.24630000,2.91000000,2.96230000,5099867.62000000,1607731199999,15309560.82871400,60745,2418745.35000000,7256707.61200700,0
2020-12-12,2.96170000,3.17850000,2.96030000,3.12250000,3887473.39000000,1607817599999,12057700.41442600,41774,1811915.99000000,5617594.57678400,0
2020-12-13,3.12240000,3.36760000,3.07210000,3.34400000,3299182.05000000,1607903999999,10736208.78229600,38959,1720201.46000000,5601312.75154200,0
2020-12-14,3.33960000,3.54540000,3.23680000,3.48030000,4313010.64000000,1607990399999,14456457.22107300,42827,2084352.42000000,6993764.51993700,0
2020-12-15,3.47780000,3.51770000,3.30550000,3.32920000,5014280.72000000,1608076799999,17080578.01164200,52185,2346330.03000000,7996625.82607700,0
2020-12-16,3.32580000,3.54150000,3.24380000,3.53570000,6136094.22000000,1608163199999,20988935.64119600,64963,3026663.67000000,10362167.17944100,0
2020-12-17,3.53400000,3.99900000,3.43410000,3.69140000,14187721.14000000,1608249599999,53095116.52827300,139733,6688193.72000000,25059389.66787200,0
2020-12-18,3.69140000,3.85710000,3.54530000,3.76520000,7200071.88000000,1608335999999,26656382.05448800,72036,3522657.02000000,13042457.19375300,0
2020-12-19,3.76930000,4.24330000,3.62300000,3.96210000,16323471.53000000,1608422399999,66379767.09204800,159177,8114724.99000000,32980264.00247000,0
2020-12-20,3.96210000,4.02730000,3.68740000,3.76170000,7894754.61000000,1608508799999,30732945.90090700,85368,3921200.13000000,15278034.67636800,0
2020-12-21,3.76060000,3.92490000,3.41560000,3.50940000,8732393.44000000,1608595199999,31750874.07390400,90838,4172143.10000000,15189339.13792700,0
2020-12-22,3.51020000,3.77600000,3.28130000,3.73310000,9913272.03000000,1608681599999,35065015.96380300,97622,4876818.65000000,17237337.94126100,0
2020-12-23,3.72900000,3.77700000,3.01080000,3.31110000,9033649.24000000,1608767999999,31601932.14430500,93511,4319679.73000000,15138968.36525700,0
2020-12-24,3.31260000,3.52810000,3.15780000,3.52270000,6353600.08000000,1608854399999,21036295.61287800,61513,3202511.91000000,10601120.32206900,0
2020-12-25,3.52630000,3.65170000,3.35620000,3.50380000,5352579.26000000,1608940799999,18684679.20600000,61882,2610795.91000000,9115975.51021600,0
2020-12-26,3.50190000,3.60000000,3.35700000,3.41710000,5804213.98000000,1609027199999,20234988.23525200,57975,2811172.80000000,9798640.08296000,0
2020-12-27,3.41760000,3.80500000,3.35620000,3.59650000,9416386.66000000,1609113599999,33532536.46048900,96829,4651599.76000000,16544360.78239600,0
2020-12-28,3.60000000,4.00000000,3.56560000,3.73110000,7192847.65000000,1609199999999,27339961.47902000,65576,3683473.55000000,14017334.28841700,0
2020-12-29,3.72770000,3.84350000,3.49460000,3.66950000,5313101.88000000,1609286399999,19270178.29745700,55220,2518195.58000000,9138464.02488400,0
2020-12-30,3.67520000,4.38000000,3.63070000,4.15310000,12486803.55000000,1609372799999,50157205.95295100,128836,6203995.21000000,24923527.87276000,0
2020-12-31,4.15130000,5.29000000,3.93460000,5.15010000,22047151.90000000,1609459199999,101050486.59278700,230331,11228321.31000000,51619515.32920700,0
2021-01-01,5.15000000,5.27970000,4.58950000,4.73530000,12818149.34000000,1609545599999,63396881.07734000,150046,6247474.76000000,30928230.31994900,0
2021-01-02,4.73640000,5.20000000,4.48000000,4.85640000,15422965.31000000,1609631999999,73673763.54436200,153059,7439468.67000000,35513577.98012900,0
2021-01-03,4.85730000,5.64120000,4.67560000,5.51550000,16004744.42000000,1609718399999,82035063.08707800,171306,8021907.22000000,41149045.82086600,0
2021-01-04,5.51170000,6.20000000,4.85560000,5.42380000,17737637.15000000,1609804799999,97160283.62674400,211849,9186366.80000000,50384770.42037600,0
2021-01-05,5.43090000,6.56000000,5.16400000,6.25180000,13101875.75000000,1609891199999,77322387.88650200,176467,6479218.65000000,38248302.78930300,0
2021-01-06,6.25180000,6.59110000,6.00400000,6.41570000,8261062.72000000,1609977599999,51557270.08536400,121395,4075650.89000000,25440704.53352600,0
2021-01-07,6.41570000,6.84000000,6.02800000,6.25450000,7832572.02000000,1610063999999,49655803.30026900,107232,3664397.78000000,23280020.50533100,0
2021-01-08,6.26570000,6.37000000,5.41880000,5.88070000,8255855.64000000,1610150399999,49167935.39130400,100844,3814297.48000000,22721094.29780200,0
2021-01-09,5.87370000,6.34610000,5.66180000,6.22000000,5958300.54000000,1610236799999,36072902.62514500,81833,2926242.35000000,17704872.01514500,0
2021-01-10,6.22010000,6.58000000,5.54470000,5.98020000,7474281.85000000,1610323199999,45878434.89226900,107077,3836636.60000000,23599725.23718400,0
2021-01-11,5.98010000,6.00350000,4.39040000,5.24480000,14894495.80000000,1610409599999,76103748.91179400,185320,7259527.48000000,37111984.86507200,0
2021-01-12,5.24270000,5.82110000,4.96510000,5.58780000,8248266.10000000,1610495999999,44574531.36792900,101677,4275733.70000000,23104555.21413400,0
2021-01-13,5.58780000,6.38250000,5.26010000,6.33110000,6787774.10000000,1610582399999,39523137.87374900,93744,3524818.32000000,20509995.97266200,0
2021-01-14,6.34060000,7.13000000,6.17750000,6.95930000,10439216.67000000,1610668799999,68956506.18345400,136217,5211564.10000000,34438156.07481700,0
2021-01-15,6.96030000,7.49000000,6.36100000,7.37620000,16759142.91000000,1610755199999,118335435.68163500,214029,8302163.10000000,58705802.08865600,0
2021-01-16,7.37610000,9.37760000,7.19310000,8.39080000,16659914.44000000,1610841599999,136057159.47318500,221966,8700944.65000000,71131259.68022000,0
2021-01-17,8.39870000,9.18000000,8.02840000,8.68900000,12230919.85000000,1610927999999,104985958.46097800,187958,6115475.11000000,52535700.17607000,0
2021-01-18,8.68380000,9.87800000,8.30000000,9.19040000,10123589.68000000,1611014399999,92491502.24655800,165235,4950600.99000000,45207815.84974400,0
2021-01-19,9.19840000,9.93880000,8.46410000,8.57670000,8643124.23000000,1611100799999,78980142.71294400,148800,4282937.59000000,39173024.89810700,0
2021-01-20,8.57880000,9.04650000,7.65000000,8.96460000,9665642.01000000,1611187199999,80062328.45363300,149495,4897236.09000000,40583047.33460200,0
2021-01-21,8.96740000,9.03690000,7.32470000,7.58730000,8698599.10000000,1611273599999,70491991.17057400,135498,4096673.11000000,33242458.10795800,0
2021-01-22,7.58650000,9.09660000,7.04050000,8.68340000,8355910.06000000,1611359999999,68017817.10920300,142502,4266666.67000000,34754227.73515300,0
2021-01-23,8.69650000,9.53390000,8.49080000,9.34280000,5350324.46000000,1611446399999,48602006.52530200,99422,2735977.35000000,24861203.97776000,0
2021-01-24,9.33570000,12.30000000,9.15830000,12.05050000,12721611.85000000,1611532799999,137196482.11831600,222935,6348288.71000000,68256782.67711600,0
2021-01-25,12.03900000,12.89830000,10.88000000,11.31770000,13116856.01000000,1611619199999,155574571.04426600,251148,6503831.71000000,77168006.40219900,0
2021-01-26,11.30970000,14.31480000,11.15570000,13.90860000,19001655.60000000,1611705599999,243093612.81294800,342336,9851765.28000000,126236446.43894900,0
2021-01-27,13.90860000,15.49340000,13.02000000,14.74930000,20244050.72000000,1611791999999,285284411.99901700,381882,10392760.66000000,146661335.65550400,0
2021-01-28,14.74930000,15.39970000,13.49940000,14.10030000,14385148.83000000,1611878399999,207865227.51602000,296748,7161470.94000000,103536971.33808600,0
2021-01-29,14.11210000,15.80000000,14.07100000,15.64180000,13323277.76000000,1611964799999,198068404.16249600,290370,6702282.95000000,99732927.82758700,0
2021-01-30,15.64180000,19.62000000,15.09000000,19.53760000,13273973.57000000,1612051199999,226541580.82936600,319669,6935733.14000000,118352057.48421000,0
2021-01-31,19.57130000,20.56120000,17.39990000,17.72460000,15718817.49000000,1612137599999,297411769.39439500,363197,8020945.99000000,151775231.32137500,0
2021-02-01,17.73350000,20.75830000,16.66790000,20.45020000,12215677.80000000,1612223999999,227098665.49957700,299709,6139447.82000000,114080615.77200300,0
2021-02-02,20.45420000,20.60620000,18.00500000,18.95170000,8876910.38000000,1612310399999,169401023.43168800,216876,4493711.12000000,85760624.34786300,0
2021-02-03,18.96750000,20.55850000,18.68990000,19.71140000,7886297.54000000,1612396799999,155082634.97666600,216671,3720884.44000000,73194643.15303600,0
2021-02-04,19.72380000,21.59600000,19.13200000,20.12990000,8880802.92000000,1612483199999,183135183.32672900,284020,4553673.89000000,93970281.77887800,0
2021-02-05,20.10430000,22.50000000,19.63330000,21.14500000,6869668.75000000,1612569599999,143190758.93474500,208021,3426725.10000000,71523943.11412500,0
2021-02-06,21.14500000,21.67600000,19.16410000,19.24990000,5455158.74000000,1612655999999,108922111.37614600,171623,2577855.62000000,51496442.96245500,0
2021-02-07,19.24990000,19.73000000,17.06000000,18.65920000,6015538.25000000,1612742399999,110388733.11543700,189929,2952952.99000000,54151091.16676400,0
2021-02-08,18.67450000,20.17380000,18.11630000,19.31980000,5898408.32000000,1612828799999,113158694.89225800,183570,3007951.11000000,57710634.24105300,0
2021-02-09,19.31770000,19.90300000,18.81450000,19.51750000,4421517.57000000,1612915199999,85328331.88591900,135980,2114001.04000000,40820694.22055200,0
2021-02-10,19.50750000,22.50000000,19.00000000,20.68020000,7974562.63000000,1613001599999,167176647.37971100,257470,4025489.06000000,84424695.53522100,0
2021-02-11,20.68080000,22.01350000,20.12200000,21.45360000,3940036.85000000,1613087999999,82184589.60740900,134764,1921485.86000000,40114342.90907400,0
2021-02-12,21.46150000,23.83000000,21.23130000,22.62360000,5817360.92000000,1613174399999,131468223.64971500,173639,2929093.52000000,66273904.88068400,0
2021-02-13,22.63740000,23.80000000,21.20370000,21.77380000,4356960.74000000,1613260799999,97130392.91284500,145112,2120905.54000000,47299679.34607400,0
2021-02-14,21.77440000,22.60000000,20.66370000,20.82450000,2698101.82000000,1613347199999,58533049.63682600,94666,1307989.98000000,28393063.21420000,0
2021-02-15,20.82950000,21.53990000,16.84210000,20.06750000,5678630.84000000,1613433599999,111831949.15751800,203947,2681946.48000000,53006719.19439200,0
2021-02-16,20.07690000,21.32000000,19.37520000,20.48460000,3690220.56000000,1613519999999,76064054.28702800,114370,1772585.39000000,36553016.20901600,0
2021-02-17,20.48440000,21.81680000,19.16630000,21.51750000,3666053.53000000,1613606399999,75017637.41658200,115455,1751580.56000000,35878494.18142600,0
2021-02-18,21.53840000,22.27000000,20.56630000,21.17330000,4094257.31000000,1613692799999,87500452.57146100,121943,2013055.48000000,43036560.69298000,0
2021-02-19,21.17420000,21.54400000,19.32350000,20.07560000,6543994.23000000,1613779199999,133421107.66932700,175630,3062203.75000000,62435120.22202100,0
2021-02-20,20.07440000,32.99900000,19.50260000,28.75330000,23821017.72000000,1613865599999,649670256.42187000,758850,12117442.27000000,330454993.50688300,0
2021-02-21,28.73150000,32.12200000,27.71420000,28.77630000,12428623.70000000,1613951999999,373966606.68439600,437286,6063581.90000000,182446732.15339400,0
2021-02-22,28.79580000,29.14580000,21.81570000,27.68350000,12142946.64000000,1614038399999,323344261.42035500,388120,5952752.15000000,158767759.78136800,0
2021-02-23,27.68610000,27.79950000,18.10000000,24.80860000,16473183.55000000,1614124799999,374324315.29884600,478541,8052682.91000000,183248432.99314700,0
2021-02-24,24.83250000,27.36000000,23.07010000,25.25090000,7424230.39000000,1614211199999,191923447.37042000,256926,3792129.80000000,98049919.26475300,0
2021-02-25,25.25090000,26.99000000,23.08030000,23.47810000,5769473.41000000,1614297599999,144930676.72938200,191042,2840748.41000000,71343601.66557700,0
2021-02-26,23.47800000,25.18670000,21.01000000,23.10820000,5919224.99000000,1614383999999,136051598.68675200,183568,2889589.84000000,66517024.10980200,0
2021-02-27,23.12600000,24.84090000,22.29540000,23.53380000,4436321.80000000,1614470399999,106010164.83100700,148824,2221720.50000000,53113177.70973000,0
2021-02-28,23.55380000,24.12700000,20.47430000,22.20980000,5420311.75000000,1614556799999,118687828.52244500,158791,2610218.22000000,57162307.05424000,0
2021-03-01,22.21520000,25.72000000,22.05270000,25.70580000,4525679.92000000,1614643199999,107683965.13144500,149954,2355308.70000000,56059570.30711700,0
2021-03-02,25.71640000,27.43890000,24.51460000,25.52530000,6697008.90000000,1614729599999,174694615.59421700,225190,3441185.14000000,89866750.66695000,0
2021-03-03,25.52530000,27.58550000,25.26500000,25.35650000,4518211.50000000,1614815999999,119274538.29207100,184083,2265782.99000000,59800780.74279200,0
2021-03-04,25.34010000,29.77380000,24.75000000,28.26810000,10291315.68000000,1614902399999,287364044.50134500,342194,5056774.31000000,141037050.46440800,0
2021-03-05,28.24710000,28.77000000,25.82230000,28.28660000,7108036.70000000,1614988799999,193889845.09149700,251628,3506405.65000000,95634254.71528400,0
2021-03-06,28.28850000,29.05020000,27.14540000,28.51480000,3510511.80000000,1615075199999,98930360.17946200,122335,1774800.19000000,50043366.01475000,0
2021-03-07,28.53110000,34.88000000,28.35990000,34.26510000,8643240.24000000,1615161599999,271720656.67499200,316196,4273929.94000000,134381770.31189000,0
2021-03-08,34.24590000,34.92770000,32.03330000,33.23440000,6597671.50000000,1615247999999,220396336.13914300,264187,3203357.02000000,106995028.57693200,0
2021-03-09,33.22200000,34.76480000,32.35000000,32.87220000,4596044.40000000,1615334399999,152905167.99023900,185135,2261557.08000000,75274063.14292300,0
2021-03-10,32.86960000,33.50000000,30.31860000,30.88770000,3832878.65000000,1615420799999,121769909.18576300,169409,1867173.19000000,59329218.28394400,0
2021-03-11,30.87870000,31.82380000,29.50000000,30.99440000,3153485.80000000,1615507199999,96726177.12809300,133697,1597319.73000000,48995387.56886700,0
2021-03-12,31.00930000,31.97190000,29.15480000,30.91980000,2817271.54000000,1615593599999,86196237.73456300,119856,1415462.62000000,43321067.73276600,0
2021-03-13,30.91170000,33.35850000,30.18500000,32.44390000,3410666.16000000,1615679999999,110123162.71376200,151748,1794288.17000000,57928180.76248100,0
2021-03-14,32.47260000,33.89650000,30.62610000,30.65090000,2620736.83000000,1615766399999,84693022.70890100,128127,1304909.09000000,42208631.38670200,0
2021-03-15,30.64940000,31.53400000,29.53400000,29.79830000,2781982.06000000,1615852799999,84385509.89828100,110117,1396305.17000000,42364023.98303900,0
2021-03-16,29.80580000,30.05010000,27.97810000,30.02470000,2469876.37000000,1615939199999,71664867.61297500,101815,1215836.56000000,35296703.53696100,0
2021-03-17,30.02470000,31.68000000,29.41910000,31.28780000,3533112.09000000,1616025599999,108221623.38044300,154686,1712829.27000000,52485256.15770800,0
2021-03-18,31.32610000,31.60000000,29.71360000,29.97850000,1718067.32000000,1616111999999,52741466.57746900,84488,829413.39000000,25469484.75659500,0
2021-03-19,29.97520000,34.20000000,29.44970000,33.26200000,3484967.80000000,1616198399999,112824585.72300700,178265,1799066.01000000,58274705.13204600,0
2021-03-20,33.25660000,35.20050000,31.85000000,32.03990000,4039700.95000000,1616284799999,135708210.82610500,204511,2133556.34000000,71675999.66812600,0
2021-03-21,32.04000000,33.30000000,31.50000000,32.93950000,1811349.12000000,1616371199999,58444853.78510200,102610,878676.14000000,28356363.28543500,0
2021-03-22,32.93990000,35.85310000,31.74950000,32.79580000,5358849.03000000,1616457599999,181704071.35356300,298077,2679433.46000000,90948995.46150800,0
